id,brand,model,category,price,cpu,cpu_cores,ram,gpu,gpu_vram,dedicated_gpu,cuda_support,weight,screen_size,screen_resolution,screen_quality_score
487,Lenovo,Lenovo Notebook,Notebook,609.19,Intel Core i3 7100U 2.4GHz,2,8,Intel HD Graphics 620,0,False,False,1.4,13.3,1920x1080,0.6
488,Lenovo,Lenovo Notebook,Notebook,584.8,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.3,15.6,1920x1080,0.6
489,Asus,Asus Netbook,Netbook,218.26,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.2,11.6,1366x768,0.4
490,HP,HP Notebook,Notebook,397.35,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon 520,4,True,False,1.91,15.6,1366x768,0.4
491,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1026.44,Intel Core i5 8250U 1.6GHz,4,8,Intel UHD Graphics 620,0,False,False,1.4,13.9,1920x1080,0.6
492,Lenovo,Lenovo Notebook,Notebook,191.94,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.1,14.0,1366x768,0.4
493,Lenovo,Lenovo Netbook,Netbook,170.11,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.25,11.6,1366x768,0.4
494,Lenovo,Lenovo Notebook,Notebook,609.19,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.44,13.3,1920x1080,0.6
495,Asus,Asus Notebook,Notebook,785.72,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,2.0,15.6,1920x1080,0.6
496,Acer,Acer Notebook,Notebook,393.5,Intel Core i5 8250U 1.6GHz,4,4,Nvidia GeForce MX150,2,True,True,2.2,15.6,1920x1080,0.6
497,HP,HP Ultrabook,Ultrabook,849.27,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.34,13.3,1920x1080,0.6
498,Lenovo,Lenovo Gaming,Gaming,737.57,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.4,15.6,1920x1080,0.6
499,Dell,Dell Ultrabook,Ultrabook,577.09,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.29,13.3,1920x1080,0.6
500,Acer,Acer Notebook,Notebook,410.19,Intel Core i7 7500U 2.7GHz,8,4,Nvidia GeForce 940MX,4,True,True,2.2,15.6,1920x1080,0.6
501,Dell,Dell Notebook,Notebook,536.65,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.18,15.6,1920x1080,0.6
502,Dell,Dell Notebook,Notebook,782.66,Intel Core i7 8550U 1.8GHz,8,16,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
503,Xiaomi,Xiaomi Notebook,Notebook,898.67,Intel Core i7 8550U 1.8GHz,8,16,Nvidia GeForce MX150,2,True,True,1.95,15.6,1920x1080,0.6
504,Asus,Asus Netbook,Netbook,157.27,Intel Celeron Dual Core N3350 1.1GHz,2,2,Intel HD Graphics 500,0,False,False,1.1,11.6,1366x768,0.4
505,HP,HP Notebook,Notebook,334.75,Intel Core i5 8250U 1.6GHz,4,4,Intel UHD Graphics 620,0,False,False,2.04,15.6,1366x768,0.4
506,Asus,Asus Gaming,Gaming,1905.24,Intel Core i7 7700HQ 2.8GHz,8,24,Nvidia GeForce GTX1080,8,True,True,2.24,15.6,1920x1080,0.6
507,HP,HP Notebook,Notebook,570.67,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce 930MX,4,True,True,2.04,15.6,1920x1080,0.6
508,Asus,Asus Gaming,Gaming,965.46,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX1050 Ti,2,True,True,3.0,17.3,1920x1080,0.6
509,Lenovo,Lenovo Gaming,Gaming,898.06,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,3.2,15.6,1920x1080,0.6
510,HP,HP Ultrabook,Ultrabook,898.06,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.32,13.3,1920x1080,0.6
511,Dell,Dell Notebook,Notebook,821.49,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.64,14.0,1920x1080,0.6
512,HP,HP Notebook,Notebook,442.29,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.63,15.6,1366x768,0.4
513,Dell,Dell Notebook,Notebook,570.67,Intel Core i5 8250U 1.6GHz,4,8,AMD Radeon 530,4,True,False,2.8,17.3,1920x1080,0.6
514,Lenovo,Lenovo Notebook,Notebook,860.18,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,2.02,24.0,1920x1080,0.6
515,Lenovo,Lenovo Notebook,Notebook,512.9,Intel Core i7 7500U 2.7GHz,8,4,Nvidia GeForce 920MX,4,True,True,2.2,15.6,1920x1080,0.6
516,Lenovo,Lenovo Notebook,Notebook,294.64,Intel Core i3 6006U 2GHz,2,8,Nvidia GeForce 920MX ,4,True,True,2.2,15.6,1366x768,0.4
517,Dell,Dell Notebook,Notebook,375.53,Intel Core i5 7200U 2.5GHz,4,4,AMD Radeon R5 M430,0,False,False,2.3,15.6,1920x1080,0.6
518,Dell,Dell Notebook,Notebook,883.93,Intel Core i5 7440HQ 2.8GHz,4,8,Intel HD Graphics 620,0,False,False,1.9,15.6,1920x1080,0.6
519,Dell,Dell Gaming,Gaming,1933.98,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.42,17.3,1920x1080,0.6
520,Toshiba,Toshiba Notebook,Notebook,552.06,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.0,15.6,1920x1080,0.6
521,Asus,Asus Notebook,Notebook,833.86,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.0,15.6,3840x2160,1.0
522,Mediacom,Mediacom Notebook,Notebook,236.87,Intel Celeron Quad Core N3450 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.2,13.3,1920x1080,0.6
523,Asus,Asus Gaming,Gaming,1058.54,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1060,4,True,True,2.3,15.6,1920x1080,0.6
524,Dell,Dell Notebook,Notebook,878.8,Intel Core i7 7600U 2.8GHz,8,8,Nvidia GeForce 930MX,4,True,True,1.93,15.6,1920x1080,0.6
525,Dell,Dell Notebook,Notebook,511.88,Intel Core i5 8250U 1.6GHz,4,8,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
526,HP,HP Notebook,Notebook,256.12,Intel Pentium Quad Core N3710 1.6GHz,2,4,Intel HD Graphics 405,0,False,False,1.86,15.6,1920x1080,0.6
527,HP,HP Gaming,Gaming,1154.83,Intel Core i7 7700HQ 2.8GHz,8,12,Nvidia GeForce GTX 1060,4,True,True,2.62,17.3,1920x1080,0.6
528,Lenovo,Lenovo Notebook,Notebook,551.42,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 940MX,4,True,True,1.87,14.0,1920x1080,0.6
529,Dell,Dell Ultrabook,Ultrabook,898.06,Intel Core i7 8550U 1.8GHz,8,8,Intel UHD Graphics 620,0,False,False,1.2,13.3,3200x1800,0.4
530,Dell,Dell Notebook,Notebook,472.38,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.6,14.0,1920x1080,0.6
531,HP,HP Ultrabook,Ultrabook,735.01,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.34,13.3,3200x1800,0.4
532,Acer,Acer Gaming,Gaming,512.26,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
533,Asus,Asus Notebook,Notebook,224.03,AMD E-Series 7110 1.8GHz,2,4,AMD Radeon R2 Graphics,0,False,False,2.0,15.6,1366x768,0.4
534,HP,HP Notebook,Notebook,452.88,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.1,15.6,1920x1080,0.6
535,Lenovo,Lenovo Notebook,Notebook,503.91,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.87,14.0,1920x1080,0.6
536,Lenovo,Lenovo Notebook,Notebook,296.8,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.15,15.6,1920x1080,0.6
537,HP,HP Notebook,Notebook,254.85,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.86,15.6,1920x1080,0.6
538,Lenovo,Lenovo Notebook,Notebook,1109.89,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.99,15.6,1920x1080,0.6
539,Lenovo,Lenovo Notebook,Notebook,320.32,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.2,15.6,1920x1080,0.6
540,Dell,Dell Notebook,Notebook,717.03,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.9,15.6,1920x1080,0.6
541,Dell,Dell Gaming,Gaming,1732.56,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.42,17.3,1920x1080,0.6
542,HP,HP Notebook,Notebook,349.3,Intel Core i3 6006U 2GHz,2,8,Intel HD Graphics 520,0,False,False,2.65,17.3,1600x900,0.4
543,HP,HP Notebook,Notebook,821.67,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 930MX,4,True,True,2.63,17.3,1920x1080,0.6
544,Asus,Asus Notebook,Notebook,143.79,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.0,15.6,1366x768,0.4
545,Mediacom,Mediacom Notebook,Notebook,163.69,Intel Atom x5-Z8350 1.44GHz,2,4,Intel HD Graphics,0,False,False,1.35,13.3,1920x1080,0.6
546,Lenovo,Lenovo Notebook,Notebook,609.19,Intel Core i7 7500U 2.7GHz,8,6,Nvidia GeForce 940MX,4,True,True,2.8,17.3,1600x900,0.4
547,HP,HP Notebook,Notebook,365.19,AMD A10-Series A10-9620P 2.5GHz,2,6,AMD Radeon 530,4,True,False,1.91,15.6,1920x1080,0.6
548,Dell,Dell Notebook,Notebook,396.65,Intel Core i3 6006U 2GHz,2,4,AMD Radeon R5 M420,0,False,False,2.18,15.6,1366x768,0.4
549,Acer,Acer 2 in 1 Convertible,2 in 1 Convertible,224.03,Intel Celeron Dual Core N3350 2.0GHz,2,4,Intel HD Graphics 500,0,False,False,1.25,11.6,1920x1080,0.6
550,Lenovo,Lenovo Notebook,Notebook,404.41,Intel Core i3 7130U 2.7GHz,2,4,Intel HD Graphics 620,0,False,False,2.05,15.6,1920x1080,0.6
551,HP,HP Ultrabook,Ultrabook,1261.39,Intel Core M 6Y75 1.2GHz,2,16,Intel HD Graphics 515,0,False,False,1.16,13.3,3200x1800,0.4
552,Lenovo,Lenovo Notebook,Notebook,1925.14,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M620M,4,True,True,3.4,17.3,1920x1080,0.6
553,Asus,Asus Notebook,Notebook,538.58,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.5,15.6,1920x1080,0.6
554,Dell,Dell Ultrabook,Ultrabook,1026.44,Intel Core i5 8250U 1.6GHz,4,8,Intel UHD Graphics 620,0,False,False,1.21,13.3,3840x2160,1.0
555,Dell,Dell Notebook,Notebook,615.61,Intel Core i5 7300U 2.6GHz,4,4,Intel HD Graphics 620,0,False,False,1.93,15.6,1366x768,0.4
556,Lenovo,Lenovo Notebook,Notebook,220.82,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,2.2,15.6,1920x1080,0.6
557,Lenovo,Lenovo Notebook,Notebook,635.51,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.02,14.0,1366x768,0.4
558,HP,HP Workstation,Workstation,1194.62,Intel Core i5 7440HQ 2.8GHz,4,8,Nvidia Quadro M1200,4,True,True,3.14,17.3,1600x900,0.4
559,HP,HP Notebook,Notebook,249.71,Intel Pentium Quad Core N3710 1.6GHz,2,8,Intel HD Graphics 405,0,False,False,1.94,14.0,1366x768,0.4
560,HP,HP Notebook,Notebook,416.61,AMD A9-Series A9-9420 3GHz,2,6,AMD Radeon 530,4,True,False,1.95,15.6,1920x1080,0.6
561,Lenovo,Lenovo Notebook,Notebook,532.8,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.3,15.6,1920x1080,0.6
562,Lenovo,Lenovo Notebook,Notebook,439.72,Intel Core i5 8250U 1.6GHz,4,4,Intel HD Graphics 620,0,False,False,2.05,15.6,1920x1080,0.6
563,Mediacom,Mediacom Notebook,Notebook,159.84,Intel Atom x5-Z8350 1.44GHz,2,4,Intel HD Graphics,0,False,False,1.4,14.0,1920x1080,0.6
564,Toshiba,Toshiba Ultrabook,Ultrabook,1197.2,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.24,14.0,1920x1080,0.6
565,Lenovo,Lenovo Gaming,Gaming,1709.45,Intel Core i7 6820HK 2.7GHz,8,32,Nvidia GeForce GTX 1070,6,True,True,4.6,17.3,1920x1080,0.6
566,MSI,MSI Gaming,Gaming,1751.82,Intel Core i7 7820HK 2.9GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.14,17.3,1920x1080,0.6
567,Dell,Dell Notebook,Notebook,480.81,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R5 M430,0,False,False,2.2,15.6,1920x1080,0.6
568,Mediacom,Mediacom Notebook,Notebook,249.71,Intel Celeron Quad Core N3450 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.45,14.0,1920x1080,0.6
569,Dell,Dell Notebook,Notebook,647.4,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.9,15.6,1366x768,0.4
570,HP,HP Notebook,Notebook,461.55,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,1.49,13.3,1920x1080,0.6
571,Dell,Dell Notebook,Notebook,986.89,Intel Core i7 7600U 2.8GHz,8,16,Nvidia GeForce 930MX,4,True,True,1.93,15.6,1920x1080,0.6
572,Dell,Dell Netbook,Netbook,189.37,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.26,11.6,1366x768,0.4
573,MSI,MSI Gaming,Gaming,1507.89,Intel Core i7 6820HK 2.7GHz,8,16,Nvidia GeForce GTX 980M,4,True,True,4.5,17.3,1920x1080,0.6
574,HP,HP Gaming,Gaming,961.61,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050,2,True,True,3.78,17.3,1920x1080,0.6
575,Lenovo,Lenovo Ultrabook,Ultrabook,1073.95,Intel Core i7 6600U 2.6GHz,8,12,Intel HD Graphics 520,0,False,False,8.4,14.0,1920x1080,0.6
576,Lenovo,Lenovo Notebook,Notebook,390.93,Intel Core i7 8550U 1.8GHz,8,12,Intel HD Graphics 620,0,False,False,2.2,15.6,1366x768,0.4
577,Asus,Asus Gaming,Gaming,1136.21,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1060,4,True,True,2.73,17.3,1920x1080,0.6
578,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,474.38,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 520,0,False,False,2.2,15.6,1366x768,0.4
579,Lenovo,Lenovo Notebook,Notebook,609.19,AMD A12-Series 9720P 3.6GHz,2,12,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
580,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,387.08,Intel Core M 7Y30 1.0GHz,2,4,Intel HD Graphics 615,0,False,False,1.39,31.6,1366x768,0.4
581,Samsung,Samsung Notebook,Notebook,1090.64,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050,2,True,True,2.5,15.6,1920x1080,0.6
582,Lenovo,Lenovo Notebook,Notebook,339.58,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.8,17.3,1920x1080,0.6
583,Lenovo,Lenovo Notebook,Notebook,294.64,Intel Core i3 6100U 2.3GHz,2,8,Intel HD Graphics 520,0,False,False,2.29,15.6,1366x768,0.4
584,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1299.9,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.37,13.3,1920x1080,0.6
585,Lenovo,Lenovo Notebook,Notebook,946.2,Intel Core i5 7300HQ 2.5GHz,4,8,Intel HD Graphics 630,0,False,False,1.7,14.0,1920x1080,0.6
586,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,1072.02,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.34,12.5,1920x1080,0.6
587,Dell,Dell Workstation,Workstation,1131.72,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M620,4,True,True,2.06,15.6,1920x1080,0.6
588,HP,HP Notebook,Notebook,782.51,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.84,15.6,1920x1080,0.6
589,HP,HP Notebook,Notebook,429.12,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.1,15.6,1366x768,0.4
590,Acer,Acer Notebook,Notebook,211.19,Intel Celeron Quad Core N3450 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.6,14.0,1920x1080,0.6
591,MSI,MSI Gaming,Gaming,1411.6,Intel Core i7 6820HK 2.7GHz,8,16,Nvidia GeForce GTX 970M,4,True,True,4.14,17.3,1920x1080,0.6
592,Dell,Dell Notebook,Notebook,298.5,Intel Core i3 6006U 2GHz,2,4,AMD Radeon R5 M420,0,False,False,2.18,15.6,1366x768,0.4
593,MSI,MSI Gaming,Gaming,1475.79,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,1.8,15.6,3840x2160,1.0
594,Toshiba,Toshiba Notebook,Notebook,898.06,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,2.2,15.6,1920x1080,0.6
595,Lenovo,Lenovo Notebook,Notebook,362.05,Intel Core i5 7200U 2.5GHz,4,6,Intel HD Graphics 620,0,False,False,2.4,15.6,1920x1080,0.6
596,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,833.86,Intel Core i7 7700HQ 2.8GHz,8,8,Intel HD Graphics 630,0,False,False,2.0,15.6,1920x1080,0.6
597,Acer,Acer Notebook,Notebook,224.03,Intel Pentium Quad Core N3710 1.6GHz,2,4,Intel HD Graphics 405,0,False,False,1.6,14.0,1366x768,0.4
598,Lenovo,Lenovo Notebook,Notebook,3144.8,Intel Xeon E3-1535M v6 3.1GHz,2,32,Nvidia Quadro M2200M,4,True,True,2.5,15.6,3840x2160,1.0
599,Dell,Dell Gaming,Gaming,564.26,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 960<U+039C>,4,True,True,2.59,15.6,1920x1080,0.6
600,Dell,Dell Notebook,Notebook,284.95,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,2.18,15.6,1366x768,0.4
601,Dell,Dell Notebook,Notebook,230.45,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,2.25,15.6,1366x768,0.4
602,Dell,Dell Notebook,Notebook,557.84,Intel Core i5 7300U 2.6GHz,4,4,Intel HD Graphics 620,0,False,False,1.93,15.6,1366x768,0.4
603,Asus,Asus Gaming,Gaming,749.77,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,3.0,17.3,1920x1080,0.6
604,HP,HP Ultrabook,Ultrabook,891.64,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.84,15.6,1920x1080,0.6
605,MSI,MSI Gaming,Gaming,1455.8,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,2.94,15.6,1920x1080,0.6
606,Acer,Acer 2 in 1 Convertible,2 in 1 Convertible,243.29,Intel Celeron Quad Core N3160 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.25,11.6,1366x768,0.4
607,HP,HP Notebook,Notebook,721.53,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,2.31,14.0,1366x768,0.4
608,Lenovo,Lenovo Notebook,Notebook,940.42,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.65,14.0,1920x1080,0.6
609,Dell,Dell Notebook,Notebook,498.14,Intel Core i5 8250U 1.6GHz,4,4,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
610,Fujitsu,Fujitsu Notebook,Notebook,512.9,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.2,15.6,1366x768,0.4
611,HP,HP Notebook,Notebook,598.28,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.88,15.6,1366x768,0.4
612,Mediacom,Mediacom Notebook,Notebook,153.42,Intel Atom x5-Z8350 1.44GHz,2,2,Intel HD Graphics,0,False,False,1.4,14.0,1920x1080,0.6
613,Lenovo,Lenovo Notebook,Notebook,300.42,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.2,15.6,1920x1080,0.6
614,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,410.2,Intel Core i5 7200U 2.5GHz,4,6,Intel HD Graphics 620,0,False,False,1.5,13.3,1920x1080,0.6
615,Asus,Asus Ultrabook,Ultrabook,1219.66,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,11.1,14.0,1920x1080,0.6
616,Dell,Dell Gaming,Gaming,949.41,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.62,15.6,1920x1080,0.6
617,Lenovo,Lenovo Notebook,Notebook,532.16,Intel Core i5 8250U 1.6GHz,4,4,Intel UHD Graphics 620,0,False,False,1.8,15.6,1920x1080,0.6
618,Lenovo,Lenovo Notebook,Notebook,371.68,Intel Core i3 6006U 2GHz,2,4,Nvidia GeForce 920MX ,4,True,True,2.2,15.6,1920x1080,0.6
619,Asus,Asus Notebook,Notebook,256.13,Intel Celeron Dual Core N3350 1.1GHz,2,8,Intel HD Graphics 500,0,False,False,2.0,15.6,1366x768,0.4
620,Asus,Asus Notebook,Notebook,581.98,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,1.99,15.6,1920x1080,0.6
621,Dell,Dell Ultrabook,Ultrabook,1199.76,Intel Core i5 8250U 1.6GHz,4,8,Intel UHD Graphics 620,0,False,False,1.23,13.3,3200x1800,0.4
622,Lenovo,Lenovo Notebook,Notebook,159.84,Intel Celeron Dual Core N3060 1.6GHz,2,2,Intel HD Graphics 400,0,False,False,1.42,14.0,1366x768,0.4
623,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1128.14,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.37,13.3,1920x1080,0.6
624,Dell,Dell Notebook,Notebook,1539.98,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050,2,True,True,2.06,15.6,3840x2160,1.0
625,Lenovo,Lenovo Gaming,Gaming,711.9,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050M,2,True,True,2.5,15.6,1920x1080,0.6
626,HP,HP Notebook,Notebook,334.38,AMD A9-Series 9420 3GHz,2,8,AMD Radeon R5,0,False,False,2.6,17.0,1600x900,0.4
627,Lenovo,Lenovo Ultrabook,Ultrabook,1572.72,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.14,14.0,1920x1080,0.6
628,Asus,Asus Gaming,Gaming,750.41,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050 Ti,2,True,True,2.5,15.6,1920x1080,0.6
629,Acer,Acer Notebook,Notebook,288.87,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.4,15.6,1366x768,0.4
630,Lenovo,Lenovo Notebook,Notebook,175.89,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics,0,False,False,1.43,14.0,1366x768,0.4
631,Acer,Acer Ultrabook,Ultrabook,589.93,Intel Core i5 7200U 2.5GHz,4,8,Intel Graphics 620,0,False,False,1.8,14.0,1920x1080,0.6
632,Razer,Razer Gaming,Gaming,1668.37,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,1.95,14.0,1920x1080,0.6
633,Toshiba,Toshiba Notebook,Notebook,778.66,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.2,13.3,1920x1080,0.6
634,Lenovo,Lenovo Ultrabook,Ultrabook,1016.81,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.36,12.5,1920x1080,0.6
635,Asus,Asus Gaming,Gaming,1796.76,Intel Core i7 6820HK 2.7GHz,8,32,Nvidia GeForce GTX 1080,8,True,True,3.8,17.3,1920x1080,0.6
636,Acer,Acer Gaming,Gaming,455.13,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
637,Dell,Dell Ultrabook,Ultrabook,930.73,Intel Core i5 8250U 1.6GHz,4,8,Intel UHD Graphics 620,0,False,False,1.2,13.3,1920x1080,0.6
638,MSI,MSI Gaming,Gaming,765.05,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050 Ti,2,True,True,2.2,15.6,1920x1080,0.6
639,HP,HP Notebook,Notebook,234.24,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.86,15.6,1366x768,0.4
640,Toshiba,Toshiba Notebook,Notebook,683.01,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.0,15.6,1920x1080,0.6
641,Dell,Dell Notebook,Notebook,589.93,Intel Core i7 8550U 1.8GHz,8,8,AMD Radeon 530,4,True,False,6.2,15.6,1920x1080,0.6
642,Dell,Dell Notebook,Notebook,728.59,Intel Core i7 8550U 1.8GHz,8,16,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
643,Lenovo,Lenovo Gaming,Gaming,767.75,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960,4,True,True,3.31,15.6,1920x1080,0.6
644,Dell,Dell Gaming,Gaming,2020.38,Intel Core i7 7700HQ 2.8GHz,8,32,Nvidia GeForce GTX 1070,6,True,True,4.42,17.3,3840x2160,1.0
645,Dell,Dell Notebook,Notebook,788.93,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.56,14.0,1920x1080,0.6
646,Lenovo,Lenovo Notebook,Notebook,268.97,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.2,15.6,1366x768,0.4
647,Lenovo,Lenovo Notebook,Notebook,343.43,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.2,15.6,1920x1080,0.6
